	11467000	1980-03-13	3350	A
	11467000	1980-03-14	3140	A
	11467000	1980-03-15	3370	A
	11467000	1980-03-16	2950	A
	11467000	1980-03-17	2660	A
	11467000	1980-03-18	2510	A
	11467000	1980-03-19	2330	A
	11467000	1980-03-20	2120	A
	11467000	1980-03-21	1970	A
	11467000	1980-03-22	1860	A
	11467000	1980-03-23	1740	A
	11467000	1980-03-24	1640	A
	11467000	1980-03-25	1580	A
	11467000	1980-03-26	1530	A
	11467000	1980-03-27	1430	A
	11467000	1980-03-28	1360	A
	11467000	1980-03-29	1300	A
	11467000	1980-03-30	1250	A
	11467000	1980-03-31	1200	A
	11467000	1980-04-01	1160	A
	11467000	1980-04-02	1110	A
	11467000	1980-04-03	1050	A
	11467000	1980-04-04	1130	A
	11467000	1980-04-05	2650	A
	11467000	1980-04-06	2790	A
	11467000	1980-04-07	2170	A
	11467000	1980-04-08	1780	A
	11467000	1980-04-09	1600	A
	11467000	1980-04-10	1490	A
	11467000	1980-04-11	1320	A
	11467000	1980-04-12	1220	A
	11467000	1980-04-13	1140	A
	11467000	1980-04-14	1080	A
	11467000	1980-04-15	1060	A
	11467000	1980-04-16	1010	A
	11467000	1980-04-17	942	A
	11467000	1980-04-18	1060	A
	11467000	1980-04-19	1060	A
	11467000	1980-04-20	1110	A
	11467000	1980-04-21	1300	A
	11467000	1980-04-22	1250	A
	11467000	1980-04-23	1180	A
	11467000	1980-04-24	1120	A
	11467000	1980-04-25	1070	A
	11467000	1980-04-26	1040	A
	11467000	1980-04-27	1010	A
	11467000	1980-04-28	976	A
	11467000	1980-04-29	946	A
	11467000	1980-04-30	910	A
	11467000	1980-05-01	861	A
	11467000	1980-05-02	826	A
	11467000	1980-05-03	806	A
	11467000	1980-05-04	780	A
	11467000	1980-05-05	759	A
	11467000	1980-05-06	735	A
	11467000	1980-05-07	711	A
	11467000	1980-05-08	700	A
	11467000	1980-05-09	709	A
	11467000	1980-05-10	754	A
	11467000	1980-05-11	669	A
	11467000	1980-05-12	588	A
	11467000	1980-05-13	549	A
	11467000	1980-05-14	534	A
	11467000	1980-05-15	585	A
	11467000	1980-05-16	606	A
	11467000	1980-05-17	629	A
	11467000	1980-05-18	636	A
	11467000	1980-05-19	626	A
	11467000	1980-05-20	526	A
	11467000	1980-05-21	374	A
	11467000	1980-05-22	408	A
	11467000	1980-05-23	394	A
	11467000	1980-05-24	377	A
	11467000	1980-05-25	362	A
	11467000	1980-05-26	352	A
	11467000	1980-05-27	343	A
	11467000	1980-05-28	325	A
	11467000	1980-05-29	326	A
	11467000	1980-05-30	324	A
	11467000	1980-05-31	317	A
	11467000	1980-06-01	311	A
	11467000	1980-06-02	302	A
	11467000	1980-06-03	292	A
	11467000	1980-06-04	295	A
	11467000	1980-06-05	311	A
	11467000	1980-06-06	295	A
	11467000	1980-06-07	284	A
	11467000	1980-06-08	283	A
	11467000	1980-06-09	288	A
	11467000	1980-06-10	274	A
	11467000	1980-06-11	270	A
	11467000	1980-06-12	266	A
	11467000	1980-06-13	268	A
	11467000	1980-06-14	269	A
	11467000	1980-06-15	262	A
	11467000	1980-06-16	263	A
	11467000	1980-06-17	245	A
	11467000	1980-06-18	236	A
	11467000	1980-06-19	225	A
	11467000	1980-06-20	218	A
	11467000	1980-06-21	211	A
	11467000	1980-06-22	208	A
	11467000	1980-06-23	208	A
	11467000	1980-06-24	202	A
	11467000	1980-06-25	195	A
	11467000	1980-06-26	184	A
	11467000	1980-06-27	175	A
	11467000	1980-06-28	169	A
	11467000	1980-06-29	173	A
	11467000	1980-06-30	183	A
	11467000	1980-07-01	180	A
	11467000	1980-07-02	180	A
	11467000	1980-07-03	182	A
	11467000	1980-07-04	176	A
	11467000	1980-07-05	173	A
	11467000	1980-07-06	177	A
	11467000	1980-07-07	176	A
	11467000	1980-07-08	174	A
	11467000	1980-07-09	169	A
	11467000	1980-07-10	168	A
	11467000	1980-07-11	163	A
	11467000	1980-07-12	164	A
	11467000	1980-07-13	165	A
	11467000	1980-07-14	166	A
	11467000	1980-07-15	160	A
	11467000	1980-07-16	159	A
	11467000	1980-07-17	156	A
	11467000	1980-07-18	154	A
	11467000	1980-07-19	156	A
	11467000	1980-07-20	162	A
	11467000	1980-07-21	163	A
	11467000	1980-07-22	162	A
	11467000	1980-07-23	158	A
	11467000	1980-07-24	156	A
	11467000	1980-07-25	151	A
	11467000	1980-07-26	143	A
	11467000	1980-07-27	140	A
	11467000	1980-07-28	141	A
	11467000	1980-07-29	144	A
	11467000	1980-07-30	147	A
	11467000	1980-07-31	154	A
	11467000	1980-08-01	158	A
	11467000	1980-08-02	152	A
	11467000	1980-08-03	155	A
	11467000	1980-08-04	160	A
	11467000	1980-08-05	164	A
	11467000	1980-08-06	162	A
	11467000	1980-08-07	158	A
	11467000	1980-08-08	160	A
	11467000	1980-08-09	159	A
	11467000	1980-08-10	157	A
	11467000	1980-08-11	155	A
	11467000	1980-08-12	152	A
	11467000	1980-08-13	150	A
	11467000	1980-08-14	153	A
	11467000	1980-08-15	154	A
	11467000	1980-08-16	157	A
	11467000	1980-08-17	161	A
	11467000	1980-08-18	162	A
	11467000	1980-08-19	157	A
	11467000	1980-08-20	157	A
	11467000	1980-08-21	157	A
	11467000	1980-08-22	157	A
	11467000	1980-08-23	157	A
	11467000	1980-08-24	157	A
	11467000	1980-08-25	157	A
	11467000	1980-08-26	157	A
	11467000	1980-08-27	157	A
	11467000	1980-08-28	157	A
	11467000	1980-08-29	157	A
	11467000	1980-08-30	157	A
	11467000	1980-08-31	157	A
	11467000	1980-09-01	157	A
	11467000	1980-09-02	157	A
	11467000	1980-09-03	157	A
	11467000	1980-09-04	157	A
	11467000	1980-09-05	154	A
	11467000	1980-09-06	148	A
	11467000	1980-09-07	144	A
	11467000	1980-09-08	143	A
	11467000	1980-09-09	142	A
	11467000	1980-09-10	139	A
	11467000	1980-09-11	139	A
	11467000	1980-09-12	139	A
	11467000	1980-09-13	139	A
	11467000	1980-09-14	139	A
	11467000	1980-09-15	139	A
	11467000	1980-09-16	139	A
	11467000	1980-09-17	139	A
	11467000	1980-09-18	139	A
	11467000	1980-09-19	139	A
	11467000	1980-09-20	139	A
	11467000	1980-09-21	139	A
	11467000	1980-09-22	139	A
	11467000	1980-09-23	138	A
	11467000	1980-09-24	134	A
	11467000	1980-09-25	131	A
	11467000	1980-09-26	130	A
	11467000	1980-09-27	130	A
	11467000	1980-09-28	130	A
	11467000	1980-09-29	130	A
	11467000	1980-09-30	117	A
	11467000	1980-10-01	120	A
	11467000	1980-10-02	125	A
	11467000	1980-10-03	129	A
	11467000	1980-10-04	142	A
	11467000	1980-10-05	158	A
	11467000	1980-10-06	169	A
	11467000	1980-10-07	175	A
	11467000	1980-10-08	173	A
	11467000	1980-10-09	165	A
	11467000	1980-10-10	165	A
	11467000	1980-10-11	176	A
	11467000	1980-10-12	179	A
	11467000	1980-10-13	194	A
	11467000	1980-10-14	192	A
	11467000	1980-10-15	192	A
	11467000	1980-10-16	191	A
	11467000	1980-10-17	187	A
	11467000	1980-10-18	187	A
	11467000	1980-10-19	188	A
	11467000	1980-10-20	187	A
	11467000	1980-10-21	184	A
	11467000	1980-10-22	181	A
	11467000	1980-10-23	172	A
	11467000	1980-10-24	266	A
	11467000	1980-10-25	209	A
	11467000	1980-10-26	198	A
	11467000	1980-10-27	191	A
	11467000	1980-10-28	183	A
	11467000	1980-10-29	179	A
	11467000	1980-10-30	177	A
	11467000	1980-10-31	177	A
	11467000	1980-11-01	177	A
	11467000	1980-11-02	180	A
	11467000	1980-11-03	176	A
	11467000	1980-11-04	173	A
	11467000	1980-11-05	172	A
	11467000	1980-11-06	173	A
	11467000	1980-11-07	174	A
	11467000	1980-11-08	182	A
	11467000	1980-11-09	186	A
	11467000	1980-11-10	186	A
	11467000	1980-11-11	185	A
	11467000	1980-11-12	175	A
	11467000	1980-11-13	177	A
	11467000	1980-11-14	171	A
	11467000	1980-11-15	175	A
	11467000	1980-11-16	178	A
	11467000	1980-11-17	179	A
	11467000	1980-11-18	177	A
	11467000	1980-11-19	186	A
	11467000	1980-11-20	200	A
	11467000	1980-11-21	206	A
	11467000	1980-11-22	208	A
	11467000	1980-11-23	201	A
	11467000	1980-11-24	198	A
	11467000	1980-11-25	195	A
	11467000	1980-11-26	188	A
	11467000	1980-11-27	178	A
	11467000	1980-11-28	174	A
	11467000	1980-11-29	168	A
	11467000	1980-11-30	167	A
	11467000	1980-12-01	168	A
	11467000	1980-12-02	201	A
	11467000	1980-12-03	9560	A
	11467000	1980-12-04	16300	A
	11467000	1980-12-05	5130	A
	11467000	1980-12-06	2600	A
	11467000	1980-12-07	1680	A
	11467000	1980-12-08	1230	A
	11467000	1980-12-09	929	A
	11467000	1980-12-10	775	A
	11467000	1980-12-11	669	A
	11467000	1980-12-12	606	A
	11467000	1980-12-13	647	A
	11467000	1980-12-14	603	A
	11467000	1980-12-15	575	A
	11467000	1980-12-16	555	A
	11467000	1980-12-17	537	A
	11467000	1980-12-18	523	A
	11467000	1980-12-19	510	A
	11467000	1980-12-20	503	A
	11467000	1980-12-21	530	A
	11467000	1980-12-22	683	A
	11467000	1980-12-23	793	A
	11467000	1980-12-24	751	A
	11467000	1980-12-25	629	A
	11467000	1980-12-26	579	A
	11467000	1980-12-27	552	A
	11467000	1980-12-28	534	A
	11467000	1980-12-29	523	A
	11467000	1980-12-30	507	A
	11467000	1980-12-31	450	A
	11467000	1981-01-01	419	A
	11467000	1981-01-02	413	A
	11467000	1981-01-03	424	A
	11467000	1981-01-04	459	A
	11467000	1981-01-05	455	A
	11467000	1981-01-06	433	A
	11467000	1981-01-07	417	A
	11467000	1981-01-08	409	A
	11467000	1981-01-09	437	A
	11467000	1981-01-10	442	A
	11467000	1981-01-11	399	A
	11467000	1981-01-12	384	A
	11467000	1981-01-13	375	A
	11467000	1981-01-14	365	A
	11467000	1981-01-15	327	A
	11467000	1981-01-16	307	A
	11467000	1981-01-17	451	A
	11467000	1981-01-18	637	A
	11467000	1981-01-19	1160	A
	11467000	1981-01-20	1560	A
	11467000	1981-01-21	1560	A
	11467000	1981-01-22	7620	A
	11467000	1981-01-23	15700	A
	11467000	1981-01-24	9080	A
	11467000	1981-01-25	5400	A
	11467000	1981-01-26	4290	A
	11467000	1981-01-27	20200	A
	11467000	1981-01-28	33700	A
	11467000	1981-01-29	30100	A
	11467000	1981-01-30	16900	A
	11467000	1981-01-31	10700	A
	11467000	1981-02-01	7290	A
	11467000	1981-02-02	5400	A
	11467000	1981-02-03	4450	A
	11467000	1981-02-04	3720	A
	11467000	1981-02-05	2950	A
	11467000	1981-02-06	2590	A
	11467000	1981-02-07	2310	A
	11467000	1981-02-08	2080	A
	11467000	1981-02-09	1930	A
	11467000	1981-02-10	1760	A
	11467000	1981-02-11	1670	A
	11467000	1981-02-12	1570	A
	11467000	1981-02-13	2620	A
	11467000	1981-02-14	10000	A
	11467000	1981-02-15	6670	A
	11467000	1981-02-16	4490	A
	11467000	1981-02-17	3700	A
	11467000	1981-02-18	3250	A
	11467000	1981-02-19	2910	A
	11467000	1981-02-20	2650	A
	11467000	1981-02-21	2300	A
	11467000	1981-02-22	1980	A
	11467000	1981-02-23	1810	A
	11467000	1981-02-24	1930	A
	11467000	1981-02-25	2850	A
	11467000	1981-02-26	3280	A
	11467000	1981-02-27	3610	A
	11467000	1981-02-28	3130	A
	11467000	1981-03-01	3200	A
	11467000	1981-03-02	2760	A
	11467000	1981-03-03	2460	A
	11467000	1981-03-04	2920	A
	11467000	1981-03-05	3530	A
	11467000	1981-03-06	2860	A
	11467000	1981-03-07	2490	A
	11467000	1981-03-08	2250	A
	11467000	1981-03-09	2070	A
	11467000	1981-03-10	1900	A
	11467000	1981-03-11	1760	A
	11467000	1981-03-12	1660	A
	11467000	1981-03-13	1600	A
	11467000	1981-03-14	1510	A
	11467000	1981-03-15	1720	A
	11467000	1981-03-16	2440	A
	11467000	1981-03-17	2040	A
	11467000	1981-03-18	1840	A
	11467000	1981-03-19	1980	A
	11467000	1981-03-20	2290	A
	11467000	1981-03-21	5500	A
	11467000	1981-03-22	5940	A
	11467000	1981-03-23	4350	A
	11467000	1981-03-24	3360	A
	11467000	1981-03-25	3550	A
	11467000	1981-03-26	4780	A
	11467000	1981-03-27	4570	A
	11467000	1981-03-28	3670	A
	11467000	1981-03-29	3130	A
	11467000	1981-03-30	2740	A
	11467000	1981-03-31	2430	A
	11467000	1981-04-01	2230	A
	11467000	1981-04-02	2020	A
	11467000	1981-04-03	1730	A
	11467000	1981-04-04	1550	A
	11467000	1981-04-05	1400	A
	11467000	1981-04-06	1280	A
	11467000	1981-04-07	1170	A
	11467000	1981-04-08	1060	A
	11467000	1981-04-09	965	A
	11467000	1981-04-10	893	A
	11467000	1981-04-11	825	A
	11467000	1981-04-12	772	A
	11467000	1981-04-13	725	A
	11467000	1981-04-14	693	A
	11467000	1981-04-15	637	A
	11467000	1981-04-16	588	A
	11467000	1981-04-17	566	A
	11467000	1981-04-18	568	A
	11467000	1981-04-19	586	A
	11467000	1981-04-20	611	A
	11467000	1981-04-21	583	A
	11467000	1981-04-22	532	A
	11467000	1981-04-23	512	A
	11467000	1981-04-24	490	A
	11467000	1981-04-25	479	A
	11467000	1981-04-26	478	A
	11467000	1981-04-27	458	A
	11467000	1981-04-28	438	A
	11467000	1981-04-29	416	A
	11467000	1981-04-30	392	A
	11467000	1981-05-01	374	A
	11467000	1981-05-02	359	A
	11467000	1981-05-03	343	A
	11467000	1981-05-04	327	A
	11467000	1981-05-05	312	A
	11467000	1981-05-06	305	A
	11467000	1981-05-07	282	A
	11467000	1981-05-08	265	A
	11467000	1981-05-09	258	A
	11467000	1981-05-10	242	A
	11467000	1981-05-11	230	A
	11467000	1981-05-12	220	A
	11467000	1981-05-13	202	A
	11467000	1981-05-14	193	A
	11467000	1981-05-15	200	A
	11467000	1981-05-16	200	A
	11467000	1981-05-17	200	A
	11467000	1981-05-18	200	A
	11467000	1981-05-19	205	A
	11467000	1981-05-20	230	A
	11467000	1981-05-21	239	A
	11467000	1981-05-22	235	A
	11467000	1981-05-23	223	A
	11467000	1981-05-24	214	A
	11467000	1981-05-25	209	A
	11467000	1981-05-26	203	A
	11467000	1981-05-27	200	A
	11467000	1981-05-28	193	A
	11467000	1981-05-29	191	A
	11467000	1981-05-30	184	A
	11467000	1981-05-31	171	A
	11467000	1981-06-01	161	A
	11467000	1981-06-02	155	A
	11467000	1981-06-03	145	A
	11467000	1981-06-04	138	A
	11467000	1981-06-05	122	A
	11467000	1981-06-06	115	A
	11467000	1981-06-07	110	A
	11467000	1981-06-08	109	A
	11467000	1981-06-09	109	A
	11467000	1981-06-10	108	A
	11467000	1981-06-11	103	A
	11467000	1981-06-12	103	A
	11467000	1981-06-13	107	A
	11467000	1981-06-14	117	A
	11467000	1981-06-15	120	A
	11467000	1981-06-16	118	A
	11467000	1981-06-17	111	A
	11467000	1981-06-18	105	A
	11467000	1981-06-19	100	A
	11467000	1981-06-20	94.0	A
	11467000	1981-06-21	89.0	A
	11467000	1981-06-22	85.0	A
	11467000	1981-06-23	80.0	A
	11467000	1981-06-24	79.0	A
	11467000	1981-06-25	85.0	A
	11467000	1981-06-26	103	A
	11467000	1981-06-27	111	A
	11467000	1981-06-28	124	A
	11467000	1981-06-29	143	A
	11467000	1981-06-30	176	A
	11467000	1981-07-01	191	A
	11467000	1981-07-02	183	A
	11467000	1981-07-03	182	A
	11467000	1981-07-04	183	A
	11467000	1981-07-05	186	A
	11467000	1981-07-06	192	A
	11467000	1981-07-07	193	A
	11467000	1981-07-08	190	A
	11467000	1981-07-09	183	A
	11467000	1981-07-10	180	A
	11467000	1981-07-11	181	A
	11467000	1981-07-12	186	A
	11467000	1981-07-13	192	A
	11467000	1981-07-14	190	A
	11467000	1981-07-15	180	A
	11467000	1981-07-16	174	A
	11467000	1981-07-17	166	A
	11467000	1981-07-18	161	A
	11467000	1981-07-19	161	A
	11467000	1981-07-20	159	A
	11467000	1981-07-21	152	A
	11467000	1981-07-22	145	A
	11467000	1981-07-23	138	A
	11467000	1981-07-24	135	A
	11467000	1981-07-25	134	A
	11467000	1981-07-26	140	A
	11467000	1981-07-27	148	A
	11467000	1981-07-28	154	A
	11467000	1981-07-29	156	A
	11467000	1981-07-30	154	A
	11467000	1981-07-31	153	A
	11467000	1981-08-01	156	A
	11467000	1981-08-02	163	A
	11467000	1981-08-03	164	A
	11467000	1981-08-04	159	A
	11467000	1981-08-05	161	A
	11467000	1981-08-06	157	A
	11467000	1981-08-07	149	A
	11467000	1981-08-08	143	A
	11467000	1981-08-09	143	A
	11467000	1981-08-10	145	A
	11467000	1981-08-11	150	A
	11467000	1981-08-12	153	A
	11467000	1981-08-13	151	A
	11467000	1981-08-14	153	A
	11467000	1981-08-15	158	A
	11467000	1981-08-16	160	A
	11467000	1981-08-17	160	A
	11467000	1981-08-18	160	A
	11467000	1981-08-19	162	A
	11467000	1981-08-20	164	A
	11467000	1981-08-21	163	A
	11467000	1981-08-22	161	A
	11467000	1981-08-23	160	A
	11467000	1981-08-24	161	A
	11467000	1981-08-25	160	A
	11467000	1981-08-26	155	A
	11467000	1981-08-27	148	A
	11467000	1981-08-28	140	A
	11467000	1981-08-29	134	A
	11467000	1981-08-30	133	A
	11467000	1981-08-31	134	A
	11467000	1981-09-01	134	A
	11467000	1981-09-02	134	A
	11467000	1981-09-03	135	A
	11467000	1981-09-04	135	A
	11467000	1981-09-05	135	A
	11467000	1981-09-06	134	A
	11467000	1981-09-07	137	A
	11467000	1981-09-08	148	A
	11467000	1981-09-09	149	A
	11467000	1981-09-10	141	A
	11467000	1981-09-11	138	A
	11467000	1981-09-12	132	A
	11467000	1981-09-13	133	A
	11467000	1981-09-14	192	A
	11467000	1981-09-15	195	A
	11467000	1981-09-16	137	A
	11467000	1981-09-17	137	A
	11467000	1981-09-18	135	A
	11467000	1981-09-19	135	A
	11467000	1981-09-20	135	A
	11467000	1981-09-21	134	A
	11467000	1981-09-22	133	A
	11467000	1981-09-23	133	A
	11467000	1981-09-24	124	A
	11467000	1981-09-25	140	A
	11467000	1981-09-26	150	A
	11467000	1981-09-27	157	A
	11467000	1981-09-28	166	A
	11467000	1981-09-29	168	A
	11467000	1981-09-30	165	A
	11467000	1981-10-01	162	A
	11467000	1981-10-02	157	A
	11467000	1981-10-03	164	A
	11467000	1981-10-04	166	A
	11467000	1981-10-05	262	A
	11467000	1981-10-06	194	A
	11467000	1981-10-07	189	A
	11467000	1981-10-08	180	A
	11467000	1981-10-09	172	A
	11467000	1981-10-10	184	A
	11467000	1981-10-11	187	A
	11467000	1981-10-12	163	A
	11467000	1981-10-13	159	A
	11467000	1981-10-14	181	A
	11467000	1981-10-15	185	A
	11467000	1981-10-16	198	A
	11467000	1981-10-17	172	A
	11467000	1981-10-18	165	A
	11467000	1981-10-19	162	A
	11467000	1981-10-20	158	A
	11467000	1981-10-21	154	A
	11467000	1981-10-22	146	A
	11467000	1981-10-23	134	A
	11467000	1981-10-24	141	A
	11467000	1981-10-25	146	A
	11467000	1981-10-26	142	A
	11467000	1981-10-27	164	A
	11467000	1981-10-28	532	A
	11467000	1981-10-29	1030	A
	11467000	1981-10-30	567	A
	11467000	1981-10-31	385	A
	11467000	1981-11-01	310	A
	11467000	1981-11-02	273	A
	11467000	1981-11-03	240	A
	11467000	1981-11-04	226	A
	11467000	1981-11-05	219	A
	11467000	1981-11-06	212	A
	11467000	1981-11-07	203	A
	11467000	1981-11-08	199	A
	11467000	1981-11-09	196	A
	11467000	1981-11-10	193	A
	11467000	1981-11-11	191	A
	11467000	1981-11-12	238	A
	11467000	1981-11-13	855	A
	11467000	1981-11-14	5710	A
	11467000	1981-11-15	4540	A
	11467000	1981-11-16	21400	A
	11467000	1981-11-17	20200	A
	11467000	1981-11-18	8480	A
	11467000	1981-11-19	4600	A
	11467000	1981-11-20	3000	A
	11467000	1981-11-21	10700	A
	11467000	1981-11-22	18800	A
	11467000	1981-11-23	12700	A
	11467000	1981-11-24	25500	A
	11467000	1981-11-25	12000	A
	11467000	1981-11-26	8470	A
	11467000	1981-11-27	8690	A
	11467000	1981-11-28	6370	A
	11467000	1981-11-29	4870	A
	11467000	1981-11-30	4050	A
	11467000	1981-12-01	3470	A
	11467000	1981-12-02	3090	A
	11467000	1981-12-03	2790	A
	11467000	1981-12-04	2530	A
	11467000	1981-12-05	2230	A
	11467000	1981-12-06	1940	A
	11467000	1981-12-07	1980	A
	11467000	1981-12-08	2060	A
	11467000	1981-12-09	1940	A
	11467000	1981-12-10	3320	A
	11467000	1981-12-11	3020	A
	11467000	1981-12-12	2730	A
	11467000	1981-12-13	3480	A
	11467000	1981-12-14	4500	A
	11467000	1981-12-15	4630	A
	11467000	1981-12-16	4690	A
	11467000	1981-12-17	4020	A
	11467000	1981-12-18	6320	A
	11467000	1981-12-19	47300	A
	11467000	1981-12-20	64300	A
	11467000	1981-12-21	47200	A
	11467000	1981-12-22	26400	A
	11467000	1981-12-23	17700	A
	11467000	1981-12-24	14000	A
	11467000	1981-12-25	9860	A
	11467000	1981-12-26	7200	A
	11467000	1981-12-27	6030	A
	11467000	1981-12-28	5080	A
	11467000	1981-12-29	12800	A
	11467000	1981-12-30	22000	A
	11467000	1981-12-31	13500	A
	11467000	1982-01-01	13700	A
	11467000	1982-01-02	12800	A
	11467000	1982-01-03	11300	A
	11467000	1982-01-04	39600	A
	11467000	1982-01-05	51500	A
	11467000	1982-01-06	28700	A
	11467000	1982-01-07	16600	A
	11467000	1982-01-08	11900	A
	11467000	1982-01-09	8490	A
	11467000	1982-01-10	6170	A
	11467000	1982-01-11	5090	A
	11467000	1982-01-12	4380	A
	11467000	1982-01-13	3850	A
	11467000	1982-01-14	3450	A
	11467000	1982-01-15	3110	A
	11467000	1982-01-16	2810	A
	11467000	1982-01-17	2570	A
	11467000	1982-01-18	2430	A
	11467000	1982-01-19	2760	A
	11467000	1982-01-20	5530	A
	11467000	1982-01-21	6000	A
	11467000	1982-01-22	4540	A
	11467000	1982-01-23	3780	A
	11467000	1982-01-24	3650	A
	11467000	1982-01-25	3400	A
	11467000	1982-01-26	4640	A
	11467000	1982-01-27	5820	A
	11467000	1982-01-28	6960	A
	11467000	1982-01-29	7210	A
	11467000	1982-01-30	5450	A
	11467000	1982-01-31	4400	A
	11467000	1982-02-01	3830	A
	11467000	1982-02-02	3530	A
	11467000	1982-02-03	3280	A
	11467000	1982-02-04	2900	A
	11467000	1982-02-05	2500	A
	11467000	1982-02-06	2270	A
	11467000	1982-02-07	2100	A
	11467000	1982-02-08	1970	A
	11467000	1982-02-09	1870	A
	11467000	1982-02-10	1770	A
	11467000	1982-02-11	1660	A
	11467000	1982-02-12	1560	A
	11467000	1982-02-13	1810	A
	11467000	1982-02-14	4530	A
	11467000	1982-02-15	24800	A
	11467000	1982-02-16	53900	A
	11467000	1982-02-17	34200	A
	11467000	1982-02-18	19500	A
	11467000	1982-02-19	14200	A
	11467000	1982-02-20	9980	A
	11467000	1982-02-21	6970	A
	11467000	1982-02-22	5540	A
	11467000	1982-02-23	4590	A
	11467000	1982-02-24	4010	A
	11467000	1982-02-25	3630	A
	11467000	1982-02-26	3380	A
	11467000	1982-02-27	3660	A
	11467000	1982-02-28	3320	A
	11467000	1982-03-01	8420	A
	11467000	1982-03-02	12000	A
	11467000	1982-03-03	8780	A
	11467000	1982-03-04	6950	A
	11467000	1982-03-05	5580	A
	11467000	1982-03-06	4720	A
	11467000	1982-03-07	4180	A
	11467000	1982-03-08	4120	A
	11467000	1982-03-09	3840	A
	11467000	1982-03-10	3640	A
	11467000	1982-03-11	4490	A
	11467000	1982-03-12	4140	A
	11467000	1982-03-13	3520	A
	11467000	1982-03-14	3320	A
	11467000	1982-03-15	3140	A
	11467000	1982-03-16	3410	A
	11467000	1982-03-17	3580	A
	11467000	1982-03-18	3370	A
	11467000	1982-03-19	3060	A
	11467000	1982-03-20	2770	A
	11467000	1982-03-21	2520	A
	11467000	1982-03-22	2300	A
	11467000	1982-03-23	2140	A
	11467000	1982-03-24	2000	A
	11467000	1982-03-25	1890	A
	11467000	1982-03-26	2210	A
	11467000	1982-03-27	2970	A
	11467000	1982-03-28	2980	A
	11467000	1982-03-29	3300	A
	11467000	1982-03-30	8660	A
	11467000	1982-03-31	42000	A
	11467000	1982-04-01	34600	A
	11467000	1982-04-02	27000	A
	11467000	1982-04-03	31400	A
	11467000	1982-04-04	20700	A
	11467000	1982-04-05	15000	A
	11467000	1982-04-06	13200	A
	11467000	1982-04-07	10400	A
	11467000	1982-04-08	8520	A
	11467000	1982-04-09	6670	A
	11467000	1982-04-10	9010	A
	11467000	1982-04-11	35000	A
	11467000	1982-04-12	25900	A
	11467000	1982-04-13	18600	A
	11467000	1982-04-14	17900	A
	11467000	1982-04-15	13700	A
	11467000	1982-04-16	10200	A
	11467000	1982-04-17	7990	A
	11467000	1982-04-18	6570	A
	11467000	1982-04-19	5500	A
	11467000	1982-04-20	4640	A
	11467000	1982-04-21	4040	A
	11467000	1982-04-22	3600	A
	11467000	1982-04-23	3260	A
	11467000	1982-04-24	3010	A
	11467000	1982-04-25	2830	A
	11467000	1982-04-26	2650	A
	11467000	1982-04-27	2480	A
	11467000	1982-04-28	2350	A
	11467000	1982-04-29	2220	A
	11467000	1982-04-30	2100	A
